Date,Close/Last,Volume,Open,High,Low
01/12/2023,$39.93,4410091,$40.52,$40.71,$39.7802
01/11/2023,$40.77,5620313,$42.08,$42.20,$39.68
01/10/2023,$42.49,2780326,$42.08,$42.63,$41.8245
01/09/2023,$42.28,2966450,$42.70,$43.10,$42.185
01/06/2023,$42.42,3179732,$41.17,$42.59,$40.82
01/05/2023,$40.87,2483742,$40.75,$41.10,$40.28
01/04/2023,$40.94,2790006,$41.39,$41.60,$40.575
01/03/2023,$40.90,2679283,$40.56,$40.975,$39.97
12/30/2022,$40.22,1582438,$39.49,$40.22,$39.38
12/29/2022,$39.82,1582784,$39.11,$39.925,$39.00
12/28/2022,$38.76,1822909,$39.38,$39.50,$38.595
12/27/2022,$39.41,1832561,$39.22,$39.59,$38.93
12/23/2022,$39.12,1466543,$39.20,$39.28,$38.63
12/22/2022,$39.14,2285887,$38.46,$39.15,$38.02
12/21/2022,$39.12,2864114,$39.15,$39.55,$39.03
12/20/2022,$38.95,1893357,$38.75,$39.14,$38.67
12/19/2022,$39.00,2648649,$39.34,$39.415,$38.64
12/16/2022,$39.25,4646060,$38.96,$39.45,$38.7081
12/15/2022,$39.38,4463554,$40.91,$40.91,$39.29
12/14/2022,$41.68,3367885,$42.59,$42.90,$41.50
12/13/2022,$42.85,2816461,$44.315,$44.35,$42.59
12/12/2022,$42.87,3319745,$41.64,$42.875,$41.38
12/09/2022,$41.83,1835156,$41.89,$42.52,$41.76
12/08/2022,$42.23,3438584,$42.05,$42.45,$41.715
12/07/2022,$41.92,2905988,$42.04,$42.27,$41.49
12/06/2022,$42.47,2844578,$43.01,$43.15,$42.07
12/05/2022,$43.07,2304252,$43.89,$44.07,$42.9499
12/02/2022,$44.54,2517994,$44.275,$44.73,$43.93
12/01/2022,$44.90,2331442,$45.00,$45.36,$44.37
11/30/2022,$44.79,6805667,$43.45,$44.81,$42.745
11/29/2022,$43.52,3448805,$43.65,$43.94,$43.40
11/28/2022,$43.58,2959955,$44.20,$44.295,$43.555
11/25/2022,$44.63,2034711,$44.50,$45.07,$44.42
11/23/2022,$44.61,4938485,$43.85,$45.33,$43.54
11/22/2022,$43.85,12566150,$41.73,$43.955,$40.40
11/21/2022,$41.07,7317528,$41.56,$41.7137,$39.90
11/18/2022,$42.04,3992255,$41.84,$42.14,$41.365
11/17/2022,$41.76,2382283,$40.67,$41.91,$40.35
11/16/2022,$41.18,2679940,$41.98,$41.98,$41.045
11/15/2022,$42.35,2967423,$43.20,$43.4297,$42.18
11/14/2022,$42.25,2741701,$41.67,$42.93,$41.67
11/11/2022,$42.68,2524199,$41.71,$43.07,$41.56
11/10/2022,$41.72,3582249,$41.03,$41.73,$40.49
11/09/2022,$39.33,2106542,$39.89,$40.30,$39.22
11/08/2022,$40.42,2523887,$40.17,$41.05,$40.05
11/07/2022,$39.87,2497915,$39.09,$39.99,$38.94
11/04/2022,$39.00,2816412,$38.26,$39.33,$38.12
11/03/2022,$37.35,2385273,$37.16,$37.83,$37.02
11/02/2022,$37.67,2865666,$39.01,$39.305,$37.655
11/01/2022,$39.15,2227383,$38.94,$39.25,$38.07
10/31/2022,$38.40,2578877,$38.68,$38.895,$38.29
10/28/2022,$39.16,3062272,$37.97,$39.39,$37.97
10/27/2022,$37.76,3395825,$38.10,$38.45,$37.49
10/26/2022,$37.79,2339668,$37.32,$38.22,$37.1875
10/25/2022,$37.74,2434329,$37.21,$37.97,$37.09
10/24/2022,$37.28,2346568,$37.03,$37.51,$36.65
10/21/2022,$36.85,2964701,$35.36,$36.975,$35.26
10/20/2022,$34.86,2122346,$34.52,$35.73,$34.52
10/19/2022,$34.49,2225809,$34.03,$34.99,$33.90
10/18/2022,$34.56,2468792,$34.855,$35.20,$34.01
10/17/2022,$34.47,3412404,$34.44,$35.17,$34.09
10/14/2022,$34.26,2288227,$35.07,$35.24,$34.02
10/13/2022,$34.99,3036299,$33.07,$35.26,$32.895
10/12/2022,$33.77,2873300,$33.76,$34.12,$33.58
10/11/2022,$33.87,3090675,$34.40,$34.74,$33.735
10/10/2022,$34.48,3266594,$34.91,$35.04,$33.69
10/07/2022,$34.60,5614999,$36.05,$36.49,$34.54
10/06/2022,$37.48,2757720,$37.91,$38.315,$37.375
10/05/2022,$37.86,2512436,$36.95,$38.12,$36.76
10/04/2022,$37.46,2670362,$36.58,$37.49,$36.52
10/03/2022,$35.88,4119719,$34.52,$36.135,$34.20
09/30/2022,$34.17,3041538,$34.33,$34.96,$34.09
09/29/2022,$34.19,4703523,$34.68,$34.93,$33.805
09/28/2022,$35.29,2908424,$34.51,$35.395,$34.51
09/27/2022,$34.72,3306660,$35.31,$35.68,$34.55
09/26/2022,$34.70,3611495,$35.07,$35.66,$34.6347
09/23/2022,$35.52,2881442,$35.66,$36.16,$34.80
09/22/2022,$36.28,2568503,$36.55,$36.88,$36.20
09/21/2022,$36.78,2533292,$37.18,$37.81,$36.755
09/20/2022,$36.95,2601783,$37.39,$37.47,$36.72
09/19/2022,$37.82,2780439,$37.38,$37.985,$37.17
09/16/2022,$37.96,5918452,$37.20,$38.125,$36.93
09/15/2022,$37.65,3472014,$37.82,$38.12,$37.29
09/14/2022,$38.13,3267796,$38.47,$38.65,$37.80
09/13/2022,$38.30,3918873,$39.27,$39.50,$38.14
09/12/2022,$40.30,2611648,$40.00,$40.7602,$40.00
09/09/2022,$39.79,3104949,$38.87,$39.94,$38.87
09/08/2022,$38.50,3894691,$37.61,$38.51,$37.44
09/07/2022,$37.98,3571537,$37.17,$38.149,$36.735
09/06/2022,$37.29,3994627,$37.81,$37.845,$36.79
09/02/2022,$37.79,3422546,$38.30,$38.47,$37.46
09/01/2022,$37.65,4298399,$37.93,$38.03,$37.095
08/31/2022,$38.29,6819921,$39.155,$39.62,$38.18
08/30/2022,$39.69,4619685,$40.835,$41.335,$39.69
08/29/2022,$40.59,6315198,$40.91,$42.37,$40.52
08/26/2022,$41.43,12423830,$45.86,$45.86,$41.18
08/25/2022,$47.90,3798354,$47.39,$48.01,$47.15
08/24/2022,$46.62,1981411,$46.81,$47.23,$46.19
08/23/2022,$46.94,2737691,$46.60,$47.82,$46.60
08/22/2022,$46.84,2883205,$46.98,$47.22,$46.55
08/19/2022,$47.67,2123038,$48.17,$48.28,$47.33
08/18/2022,$48.94,2147355,$48.46,$49.035,$47.81
08/17/2022,$47.83,2086928,$48.28,$48.28,$47.175
08/16/2022,$48.59,2257213,$48.31,$49.24,$48.16
08/15/2022,$48.30,2258463,$48.05,$48.70,$47.98
08/12/2022,$48.22,1987275,$47.90,$48.29,$47.65
08/11/2022,$47.60,2342620,$47.41,$48.49,$47.32
08/10/2022,$47.23,1967260,$46.00,$47.24,$45.89
08/09/2022,$45.09,2767515,$45.32,$45.42,$44.57
08/08/2022,$45.45,2821441,$45.635,$46.44,$45.20
08/05/2022,$45.41,3221430,$43.86,$45.44,$43.80
08/04/2022,$44.20,3152146,$44.49,$44.49,$43.55
08/03/2022,$44.45,3057267,$44.21,$44.87,$43.43
08/02/2022,$44.26,2242209,$45.00,$45.24,$44.12
08/01/2022,$45.42,1807431,$44.77,$45.74,$44.59
07/29/2022,$45.06,2121352,$44.51,$45.09,$44.02
07/28/2022,$44.50,1625706,$44.23,$44.865,$43.88
07/27/2022,$44.29,1889015,$43.59,$44.485,$43.37
07/26/2022,$43.43,2309291,$43.85,$44.13,$43.28
07/25/2022,$43.85,2262274,$43.65,$44.285,$43.235
07/22/2022,$43.34,3365352,$44.28,$44.60,$43.195
07/21/2022,$44.65,2177610,$44.10,$44.735,$43.74
07/20/2022,$44.17,2559019,$44.00,$44.6999,$43.47
07/19/2022,$44.04,2321489,$43.01,$44.14,$43.01
07/18/2022,$42.90,2182993,$43.99,$44.14,$42.795
07/15/2022,$43.46,2208756,$43.06,$43.47,$42.63
07/14/2022,$42.70,3574901,$42.62,$42.81,$41.34
07/13/2022,$43.14,3584694,$42.50,$43.58,$42.41
07/12/2022,$43.05,4518224,$42.43,$43.70,$42.37
07/11/2022,$42.48,2401096,$42.40,$43.04,$42.31
07/08/2022,$42.92,3314991,$42.41,$43.245,$42.12
07/07/2022,$42.94,2983497,$42.71,$43.47,$42.64
07/06/2022,$42.20,3685448,$42.66,$43.11,$41.532
07/05/2022,$43.14,3849786,$42.01,$43.21,$41.57
07/01/2022,$42.74,6384352,$45.80,$46.44,$42.4133
06/30/2022,$46.21,3977058,$46.66,$47.29,$45.9099
06/29/2022,$47.39,3346368,$48.99,$49.03,$47.25
06/28/2022,$48.94,3150280,$50.37,$50.649,$48.8827
06/27/2022,$50.24,3329814,$50.36,$50.47,$49.91
06/24/2022,$50.25,9204565,$49.30,$50.70,$49.05
06/23/2022,$49.04,3013985,$48.62,$49.57,$48.32
06/22/2022,$48.61,3736911,$48.67,$49.77,$48.41
06/21/2022,$49.23,5271453,$48.83,$49.45,$48.33
06/17/2022,$47.59,5094863,$46.59,$47.93,$46.335
06/16/2022,$45.89,2830846,$46.89,$47.09,$45.40
06/15/2022,$47.91,2515384,$47.76,$48.58,$47.13
06/14/2022,$47.35,2352425,$47.60,$47.93,$47.015
06/13/2022,$47.25,2612668,$47.84,$48.37,$47.08
06/10/2022,$49.16,2548139,$49.60,$50.30,$49.025
06/09/2022,$50.35,3142981,$50.20,$51.40,$50.00
06/08/2022,$50.33,2511213,$51.18,$51.30,$50.33
06/07/2022,$51.15,2451883,$49.76,$51.26,$49.37
06/06/2022,$50.04,2722880,$51.11,$51.29,$49.94
06/03/2022,$51.02,2722020,$50.96,$51.75,$50.68
06/02/2022,$51.28,3750023,$50.00,$51.34,$49.93
06/01/2022,$50.67,5584453,$50.26,$51.54,$49.90
05/31/2022,$49.94,13254190,$49.43,$50.46,$48.37
05/27/2022,$49.58,15886600,$50.39,$52.60,$48.45
05/26/2022,$43.93,6899943,$42.39,$44.36,$42.00
05/25/2022,$43.30,6045438,$40.94,$43.675,$40.88
05/24/2022,$40.88,6600560,$40.76,$41.45,$39.90
05/23/2022,$41.22,8960992,$40.27,$41.54,$40.27
05/20/2022,$40.05,9450912,$41.36,$41.48,$38.325
05/19/2022,$41.10,7072875,$42.51,$42.55,$40.88
05/18/2022,$43.31,4560594,$45.93,$46.145,$43.235
05/17/2022,$46.61,4664788,$45.99,$46.7255,$45.46
05/16/2022,$45.03,5127731,$44.81,$45.34,$44.46
05/13/2022,$45.09,4100566,$44.25,$45.61,$44.18
05/12/2022,$43.74,5832856,$44.17,$44.90,$43.165
05/11/2022,$44.41,4552374,$45.37,$46.23,$44.34
05/10/2022,$45.50,5163114,$46.05,$46.25,$44.73
05/09/2022,$45.19,4320643,$44.97,$45.82,$44.68
05/06/2022,$45.58,5542918,$46.75,$46.93,$45.36
05/05/2022,$47.26,3265295,$48.65,$48.86,$46.91
05/04/2022,$48.81,4166639,$48.17,$49.04,$47.23
05/03/2022,$47.85,2943597,$47.65,$48.26,$47.22
05/02/2022,$47.50,3573327,$46.76,$47.54,$46.40
04/29/2022,$47.01,4124023,$47.74,$49.22,$46.93
04/28/2022,$48.12,2605049,$47.13,$48.43,$46.855
04/27/2022,$46.55,3404382,$46.51,$47.32,$45.73
04/26/2022,$46.51,4114559,$46.98,$47.68,$46.47
04/25/2022,$47.27,6537244,$46.54,$47.29,$45.935
04/22/2022,$46.87,4111890,$48.01,$48.01,$46.83
04/21/2022,$48.21,3098816,$49.16,$49.485,$47.90
04/20/2022,$49.00,3040095,$48.50,$49.6215,$48.50
04/19/2022,$47.99,4394142,$47.15,$48.15,$47.07
04/18/2022,$47.44,3565235,$46.70,$47.82,$46.63
04/14/2022,$46.94,3678232,$47.16,$47.69,$46.89
04/13/2022,$47.31,3200265,$46.94,$47.72,$46.91
04/12/2022,$47.10,3970197,$47.03,$47.78,$47.01
04/11/2022,$46.95,3663048,$46.93,$48.03,$46.75
04/08/2022,$47.39,3707709,$47.44,$48.10,$47.12
04/07/2022,$47.69,6182882,$47.52,$48.71,$46.93
04/06/2022,$47.12,6815262,$48.24,$48.44,$46.75
04/05/2022,$48.66,3335211,$48.86,$49.59,$48.655
04/04/2022,$49.38,3327174,$48.94,$49.84,$48.75
04/01/2022,$48.80,8086340,$48.57,$49.00,$47.61
03/31/2022,$50.19,6459335,$51.30,$51.6672,$50.17
03/30/2022,$54.32,2829016,$54.70,$55.25,$54.18
03/29/2022,$55.03,3417839,$54.79,$55.30,$54.31
03/28/2022,$54.30,2892084,$54.25,$54.58,$53.72
03/25/2022,$54.79,3715398,$53.50,$54.88,$53.3602
03/24/2022,$53.51,2806082,$52.63,$53.85,$52.43
03/23/2022,$52.60,2895859,$52.57,$53.39,$52.50
03/22/2022,$52.99,2764921,$52.44,$53.33,$52.30
03/21/2022,$52.32,3853451,$51.75,$52.97,$51.68
03/18/2022,$51.83,4907179,$50.41,$51.89,$50.03
03/17/2022,$50.51,5634252,$51.43,$51.46,$49.52
03/16/2022,$51.97,5130671,$51.52,$52.43,$50.62
03/15/2022,$52.08,2477438,$50.74,$52.20,$50.56
03/14/2022,$50.74,3406394,$51.86,$52.56,$50.38
03/11/2022,$52.01,2977486,$52.00,$52.73,$51.54
03/10/2022,$51.97,3590435,$51.31,$52.20,$51.03
03/09/2022,$51.98,4199789,$51.45,$52.555,$51.13
03/08/2022,$50.24,5920803,$49.75,$51.52,$49.05
03/07/2022,$49.33,4649796,$51.42,$51.74,$48.98
03/04/2022,$51.96,2984614,$52.08,$52.49,$51.40
03/03/2022,$52.59,4004247,$53.38,$53.95,$52.465
03/02/2022,$53.60,6072267,$50.47,$53.85,$50.27
03/01/2022,$49.88,5359817,$50.02,$50.54,$49.60
02/28/2022,$50.96,6844403,$50.81,$52.01,$50.31
02/25/2022,$51.46,14711060,$50.75,$53.05,$49.16
02/24/2022,$55.84,6516014,$55.09,$55.96,$54.37
02/23/2022,$56.78,3477439,$57.69,$58.38,$56.55
02/22/2022,$57.13,3316468,$58.35,$59.03,$56.91
02/18/2022,$58.90,3198015,$59.25,$59.91,$58.76
02/17/2022,$59.26,2716331,$60.22,$60.37,$59.24
02/16/2022,$60.29,3001694,$59.36,$60.535,$59.33
02/15/2022,$59.82,3401074,$58.90,$60.43,$58.86
02/14/2022,$58.60,2902541,$59.20,$59.65,$58.23
02/11/2022,$59.51,2449937,$60.75,$61.30,$59.35
02/10/2022,$60.72,3676756,$60.44,$61.54,$60.14
02/09/2022,$60.77,3346881,$60.29,$61.00,$60.055
02/08/2022,$59.95,2933488,$59.11,$60.03,$58.62
02/07/2022,$58.96,2132526,$59.08,$59.63,$58.84
02/04/2022,$58.74,1952084,$59.08,$59.31,$58.25
02/03/2022,$59.20,2814897,$58.91,$60.10,$58.84
02/02/2022,$59.40,3886692,$58.99,$59.71,$58.66
02/01/2022,$58.57,3395185,$56.88,$58.62,$56.49
01/31/2022,$56.81,3318993,$56.22,$56.81,$55.945
01/28/2022,$56.24,3920545,$55.45,$56.38,$54.7101
01/27/2022,$55.45,4359743,$55.835,$57.60,$55.05
01/26/2022,$55.34,3126660,$56.19,$56.73,$54.95
01/25/2022,$55.44,4421920,$54.85,$56.03,$53.60
01/24/2022,$55.42,5523740,$54.78,$55.59,$53.43
01/21/2022,$55.57,4212116,$57.23,$57.25,$55.26
01/20/2022,$57.40,2893882,$58.23,$59.045,$57.345
01/19/2022,$57.96,3957540,$60.00,$60.46,$57.93
01/18/2022,$59.48,5054233,$60.28,$60.81,$59.40
01/14/2022,$60.53,5790625,$59.98,$60.77,$59.64
01/13/2022,$60.17,4133003,$60.50,$60.73,$59.87
01/12/2022,$59.95,3098059,$60.45,$60.5101,$59.12
01/11/2022,$60.25,7313480,$60.00,$60.6773,$59.73
01/10/2022,$59.88,10511620,$59.165,$60.01,$58.61
01/07/2022,$57.99,3516191,$58.10,$58.47,$57.32
01/06/2022,$58.04,3751287,$57.98,$58.70,$57.58
01/05/2022,$57.98,6049085,$58.37,$59.50,$57.865
01/04/2022,$58.49,5745654,$57.25,$59.00,$57.25
01/03/2022,$56.98,2906777,$56.16,$57.095,$56.15
12/31/2021,$56.17,1252943,$56.43,$56.68,$56.155
12/30/2021,$56.51,1581322,$57.01,$57.12,$56.46
12/29/2021,$57.05,2207832,$57.01,$57.80,$56.99
12/28/2021,$56.95,2353781,$56.55,$57.34,$56.55
12/27/2021,$56.60,2009408,$56.05,$56.775,$56.05
12/23/2021,$55.88,2885881,$55.60,$56.245,$55.43
12/22/2021,$55.37,3787359,$55.32,$55.75,$54.84
12/21/2021,$55.45,3567227,$54.32,$55.48,$53.94
12/20/2021,$53.60,3697458,$54.01,$54.17,$53.08
12/17/2021,$54.65,5388979,$54.92,$55.03,$54.06
12/16/2021,$54.99,2863343,$56.25,$56.437,$54.95
12/15/2021,$56.04,3518136,$55.04,$56.07,$54.45
12/14/2021,$54.63,4771540,$54.69,$55.16,$54.26
12/13/2021,$55.72,3542392,$57.15,$57.49,$55.66
12/10/2021,$57.60,3037394,$57.66,$58.07,$57.11
12/09/2021,$57.65,4444983,$58.35,$58.58,$57.59
12/08/2021,$58.40,3505897,$59.00,$59.00,$57.92
12/07/2021,$58.91,4197531,$59.25,$59.49,$58.20
12/06/2021,$58.75,5165047,$58.75,$59.30,$58.14
12/03/2021,$58.48,8107211,$57.50,$58.64,$57.43
12/02/2021,$57.15,6671083,$55.50,$57.27,$55.50
12/01/2021,$55.70,6302142,$56.99,$57.25,$55.575
11/30/2021,$56.47,9760586,$57.53,$57.85,$55.72
11/29/2021,$57.57,5353615,$57.05,$57.87,$56.4572
11/26/2021,$56.18,3858621,$56.50,$57.73,$55.99
11/24/2021,$57.30,13025080,$55.35,$58.00,$54.80
11/23/2021,$54.67,4646692,$54.97,$55.22,$54.201
11/22/2021,$55.13,6229593,$55.33,$55.68,$54.315
11/19/2021,$55.02,3830493,$55.86,$56.00,$54.965
11/18/2021,$55.90,5020282,$55.91,$56.68,$55.54
11/17/2021,$56.00,3566577,$56.90,$57.20,$55.9501
11/16/2021,$56.70,6305691,$56.75,$57.12,$56.51
11/15/2021,$56.70,7123936,$56.47,$57.54,$56.28
11/12/2021,$56.00,3945625,$56.36,$56.58,$55.835
11/11/2021,$56.19,3695308,$56.73,$57.175,$55.98
11/10/2021,$56.62,5205307,$55.95,$57.18,$55.915
11/09/2021,$56.08,3980051,$55.45,$56.28,$55.01
11/08/2021,$55.53,4450598,$56.37,$56.72,$55.27
11/05/2021,$56.36,7625102,$54.81,$56.43,$54.59
11/04/2021,$54.57,5980590,$55.02,$55.45,$53.76
11/03/2021,$55.20,9923048,$55.01,$55.34,$54.27
11/02/2021,$54.61,18238300,$56.66,$57.34,$53.01
11/01/2021,$56.66,3362968,$55.5625,$56.6905,$55.5625
10/29/2021,$55.8877,4517752,$55.4964,$56.8328,$55.4964
10/28/2021,$55.9334,3317387,$55.7708,$56.1112,$55.2779
10/27/2021,$55.0747,3601162,$55.786,$55.9944,$54.8359
10/26/2021,$55.9995,2969462,$57.224,$57.3409,$55.9639
10/25/2021,$57.0563,6784547,$58.3317,$58.4333,$57.0106
10/22/2021,$58.1996,2661588,$57.3358,$58.3165,$57.2393
10/21/2021,$57.4069,3715046,$56.6549,$57.6712,$56.4364
10/20/2021,$56.721,3768238,$56.4923,$56.8937,$56.2586
10/19/2021,$56.3043,3769330,$55.4863,$56.3755,$55.2068
10/18/2021,$55.2068,2536785,$55.1052,$55.7352,$54.9781
10/15/2021,$54.7292,1695434,$54.2363,$54.8613,$53.9924
10/14/2021,$53.8603,1834067,$52.966,$54.0833,$52.9304
10/13/2021,$52.6815,2725307,$52.8491,$53.1743,$52.3105
10/12/2021,$52.717,1941536,$53.4182,$53.6215,$52.529
10/11/2021,$53.4538,1405149,$53.4131,$53.9975,$53.1845
10/08/2021,$53.3827,2679774,$54.6123,$54.8257,$52.9762
10/07/2021,$54.3938,2080732,$53.9365,$54.6123,$53.6469
10/06/2021,$53.6062,1553071,$53.1388,$53.7084,$52.8136
10/05/2021,$53.8247,1699520,$53.8146,$54.0889,$53.215
10/04/2021,$53.4741,2074026,$53.8857,$54.1499,$53.0575
10/01/2021,$53.7485,1910256,$53.1438,$53.9873,$52.9101
09/30/2021,$52.8644,2463030,$53.6824,$53.7841,$52.1886
09/29/2021,$53.5453,2421771,$53.657,$53.9899,$52.7983
09/28/2021,$53.4995,2079868,$52.9457,$53.6977,$52.8593
09/27/2021,$53.2861,2175797,$52.5544,$53.3979,$52.529
09/24/2021,$52.7831,3201311,$52.1479,$52.8949,$52.1327
09/23/2021,$52.1784,5904311,$51.2079,$53.469,$50.3035
09/22/2021,$50.4407,2917894,$50.6744,$50.7608,$49.7598
09/21/2021,$50.4762,2775323,$51.8278,$51.9294,$50.2171
09/20/2021,$51.2537,4164806,$50.2273,$51.8735,$50.2019
09/17/2021,$51.0809,4594792,$51.528,$51.899,$50.0799
09/16/2021,$51.523,2776523,$50.9183,$51.6195,$50.7506
09/15/2021,$51.0352,2943299,$49.5972,$51.1876,$49.4194
09/14/2021,$49.5108,2815464,$50.2171,$50.2527,$49.3736
09/13/2021,$50.2476,5946135,$49.9935,$50.5067,$49.5722
09/10/2021,$48.393,2059236,$49.2517,$49.3787,$48.2812
09/09/2021,$48.9722,1852442,$48.0322,$49.1854,$48.0322
09/08/2021,$48.2151,1967114,$48.7029,$48.896,$47.8467
09/07/2021,$48.7842,2590857,$49.1856,$49.3891,$48.7029
09/03/2021,$49.3584,2549399,$49.3228,$49.7884,$49.2364
09/02/2021,$49.3228,2177179,$49.3025,$49.709,$49.0332
09/01/2021,$49.1602,1808518,$49.5565,$49.7801,$49.145
08/31/2021,$49.521,2457156,$49.8563,$50.024,$49.3889
08/30/2021,$49.8716,2900479,$49.5718,$50.334,$48.9824
08/27/2021,$49.2618,5389751,$50.1307,$51.5534,$48.2761
08/26/2021,$51.5992,2106564,$52.0819,$52.1753,$51.3756
08/25/2021,$51.8583,1762036,$51.0301,$52.0463,$50.8878
08/24/2021,$51.1876,2455249,$51.3197,$51.4671,$50.7557
08/23/2021,$50.8726,1648677,$50.2831,$51.0453,$50.0088
08/20/2021,$50.0494,1539679,$49.4752,$50.273,$49.2974
08/19/2021,$48.8909,1139667,$48.7791,$49.2618,$48.5301
08/18/2021,$49.2669,793751,$49.4905,$49.8464,$49.2568
08/17/2021,$49.7039,1218964,$50.3848,$50.4356,$49.3381
08/16/2021,$50.6337,899047,$50.5677,$50.7405,$50.0697
08/13/2021,$50.8268,1293454,$51.0707,$51.2333,$50.6337
08/12/2021,$51.0707,1035248,$51.0301,$51.2181,$50.6083
08/11/2021,$50.9996,1233188,$50.0088,$51.0555,$50.0088
08/10/2021,$50.0088,870403,$50.2781,$50.3873,$49.8665
08/09/2021,$50.0494,1077416,$49.7242,$50.1815,$49.5972
08/06/2021,$50.0697,742258,$49.9884,$50.2095,$49.8309
08/05/2021,$49.9681,876445,$49.7954,$50.1002,$49.5819
08/04/2021,$49.4854,838070,$49.7903,$49.8462,$49.3635
08/03/2021,$50.0138,1591734,$49.1653,$50.2069,$48.8401
08/02/2021,$48.9265,1219382,$49.3279,$49.3533,$48.7715
07/30/2021,$49.0942,804301,$48.9671,$49.4238,$48.7995
07/29/2021,$49.1805,799248,$48.9519,$49.2415,$48.5556
07/28/2021,$48.7232,578099,$48.9062,$49.084,$48.6826
07/27/2021,$48.8299,879412,$48.586,$48.9722,$48.2456
07/26/2021,$49.0129,1248681,$49.145,$49.333,$48.9163
07/23/2021,$49.0586,1045597,$48.7791,$49.1348,$48.5708
07/22/2021,$48.7486,1387501,$49.023,$49.0942,$48.3752
07/21/2021,$48.8858,1675720,$48.6267,$49.1348,$48.332
07/20/2021,$48.459,2498496,$47.4631,$48.7486,$47.4326
07/19/2021,$47.1938,2208935,$46.1522,$47.392,$46.0251
07/16/2021,$46.894,1968915,$47.8696,$47.9153,$46.8584
07/15/2021,$47.58,2631568,$47.2243,$47.6181,$46.8635
07/14/2021,$47.458,2617147,$48.0678,$48.6902,$47.3259
07/13/2021,$47.6409,3536476,$49.1602,$49.1755,$47.6257
07/12/2021,$49.3533,2071537,$50.8675,$50.8675,$49.3431
07/09/2021,$50.9386,2603747,$50.4559,$51.2486,$50.4153
07/08/2021,$50.3035,1795815,$49.8055,$50.6541,$49.6099
07/07/2021,$50.5525,1541286,$50.2831,$50.8472,$49.9681
07/06/2021,$49.9834,1819088,$50.461,$50.9132,$49.8513
07/02/2021,$50.4915,2038936,$50.3797,$50.6592,$49.7445
07/01/2021,$50.146,2840271,$50.3543,$50.5169,$49.7445
06/30/2021,$50.6439,2919271,$51.4721,$51.6601,$50.6083
06/29/2021,$51.9294,4152225,$50.71,$51.9803,$50.4915
06/28/2021,$50.6846,4027930,$50.5575,$50.9132,$50.4712
06/25/2021,$50.5575,4687960,$50.5575,$50.71,$50.4356
06/24/2021,$50.3441,3724057,$50.8116,$50.8116,$50.1002
06/23/2021,$50.4153,1209940,$50.6592,$50.7303,$50.3035
06/22/2021,$50.6896,1118572,$50.8116,$50.8116,$50.3035
06/21/2021,$50.8116,1851195,$50.4254,$50.8929,$50.339
06/18/2021,$50.085,2811611,$49.9173,$50.2273,$49.46
06/17/2021,$50.6337,2562523,$52.2089,$52.2089,$50.5372
06/16/2021,$52.2089,1667979,$52.1886,$52.5443,$51.8278
06/15/2021,$52.2648,1051891,$52.275,$52.4935,$52.0184
06/14/2021,$52.2038,1866013,$52.8441,$52.9558,$51.9523
06/11/2021,$52.8339,1920419,$52.59,$52.8999,$51.7313
06/10/2021,$52.7373,1743525,$52.7932,$53.1591,$52.5798
06/09/2021,$52.8237,1149357,$52.9508,$53.0296,$52.4731
06/08/2021,$52.7983,1381599,$52.3004,$52.9304,$52.2496
06/07/2021,$52.2546,1235887,$52.9355,$53.0473,$52.0361
06/04/2021,$52.6052,2198386,$51.8583,$52.6256,$51.716
06/03/2021,$51.6551,2586953,$50.9539,$51.8075,$50.4457
06/02/2021,$51.213,2406285,$52.3105,$52.5036,$51.213
06/01/2021,$52.2597,4183226,$50.6033,$52.3258,$50.522
05/28/2021,$50.1206,3299072,$50.1383,$50.6744,$48.393
05/27/2021,$50.6592,3310776,$50.9183,$51.0431,$50.2984
05/26/2021,$50.6388,1682011,$50.6337,$51.0402,$50.4864
05/25/2021,$50.5626,2067353,$51.1673,$51.2892,$50.527
05/24/2021,$50.8827,1853347,$50.461,$51.1469,$50.3721
05/21/2021,$50.0342,1164431,$50.522,$50.6592,$49.9529
05/20/2021,$50.1053,1420417,$49.3381,$50.3492,$49.3126
05/19/2021,$49.1856,1531593,$48.9925,$49.5769,$48.4743
05/18/2021,$49.8716,947390,$50.179,$50.3187,$49.6988
05/17/2021,$49.9935,1171614,$49.7954,$50.2273,$49.6231
05/14/2021,$50.0138,953425,$49.6023,$50.0647,$49.3997
05/13/2021,$48.9824,1501764,$48.2558,$49.2618,$48.0779
05/12/2021,$47.8086,2496579,$49.2923,$49.5362,$47.7477
05/11/2021,$49.7039,3584334,$49.1551,$49.8563,$48.7639
05/10/2021,$50.649,1610907,$51.3451,$51.4467,$50.6033
05/07/2021,$51.3502,2102245,$50.8116,$51.6754,$50.6947
05/06/2021,$50.6947,1824608,$50.085,$50.7252,$49.6683
05/05/2021,$49.9986,1538437,$49.4244,$50.1612,$49.0535
05/04/2021,$49.0433,2058750,$49.2872,$49.3939,$48.708
05/03/2021,$49.6836,2619183,$50.4051,$50.5626,$49.6175
04/30/2021,$49.963,1241171,$50.6185,$50.6693,$49.8716
04/29/2021,$50.8116,1467910,$50.8878,$51.1876,$50.5372
04/28/2021,$50.5169,908601,$51.2943,$51.2943,$50.4915
04/27/2021,$51.1724,1933422,$50.9539,$51.4874,$50.9188
04/26/2021,$51.0047,2536909,$51.5484,$51.6906,$50.8929
04/23/2021,$51.528,2894042,$51.3095,$51.7211,$51.0606
